id,male,female
58683,45,17
3454299,2,13
17063,41,114
532910,15,3
2519,17,2
32309,2,10
1923340,0,15
1913375,13,24
1913476,3,5
1913485,21,23
10665,71,199
12343,2,1
1913831,2,3
3419274,39,30
1206597,1,0
1256,17,23
105335,1,0
3329,23,7
13578,3,4
9270,0,10
16282,42,77
3423452,26,37
34406,20,3
30259,9,14
35987,27,37
52002,37,4
41248,4,13
38912,9,2
3420816,31,3
12080,22,17
19779,2,1
14524,6,17
38632,12,14
41096,7,23
35276,5,20
3918,7,16
3713,2,3
6358,0,3
51605,1,1
28122,2,6
28120,2,31
1687,11,55
18496,1,1
6967,1,10
27484,0,3
18437,0,2
51907,1,7
16209,0,3
2368,5,8
10316,2,4
32322,0,2
23344,3,4
1560068,2,4
18489,2,11
27291,2,12
4720,4,1
18607,36,10
6451,21,36
11258,4,13
11132,20,10
11241,3,23
11342,11,2
2422,0,2
22967,13,17
32601,0,7
23046,0,29
1490517,0,1
2644,8,2
24570,2,8
1944267,1,3
34291,1,3
99674,2,15
55479,1,6
54198,2,0
123682,12,0
14868,3,42
81047,0,1
56560,5,12
1898088,1,6
42009,26,2
12257,17,0
3416830,140,159
1211502,2,1
3426107,13,2
66661,3,3
18973,2,3
1936080,1,3
23074,2,8
38986,1,0
141045,1,0
1947039,12,21
50670,16,21
128741,5,23
1914611,4,2
1917299,3,2
1196414,21,16
1914230,1,0
16185,2,0
37806,7,3
404306,0,2
5795,82,1272
1891560,0,2
63379,6,31
36903,0,3
42831,2,1
11646,0,9
16325,0,9
112943,0,1
1209417,2,1
32739,2,6
59689,0,1
1204994,2,5
1415,1,13
1914461,0,2
16582,7,7
37263,1,8
27603,7,5
22950,49,27
17918,1,3
30336,0,10
1890923,9,0
12612,108,30
32652,14,17
24913,8,24
17316,13,25
36331,2,6
11085,5,9
58720,0,3
65017,0,1
34010,8,20
103456,2,14
17314,17,37
17939,8,19
19756,174,198
3416682,11,19
123480,0,6
3082,3,30
32655,1,8
7018,12,32
1914982,45,24
38609,4,2
7035,0,1
35540,3,2
25184,7,30
1152,12,67
141128,5,23
27166,0,3
53117,3,14
55002,12,45
32033,0,1
11557,0,2
2231,24,23
1941868,39,34
17555,9,6
11832,0,3
33706,0,3
37491,2,1
1899052,6,0
55690,12,0
37726,2,10
13579,4,1
16081,10,4
62690,14,40
3050,1,13
3453884,0,6
3453880,0,7
2519642,0,1
25432,1,2
2240,4,9
16865,11,55
3187,9,10
2391,6,17
8171,0,1
13795,9,9
8767,9,12
1903466,2,17
3990,5,33
4037,3,9
4042,2,16
36970,4,6
1333,14,8
33953,1,4
53211,2,7
40947,0,5
2409,2,0
3451094,0,2
23238,28,29
36699,0,7
1206365,0,3
24481,0,5
2113,17,14
22945,1,4
19389,0,7
112227,1,5
18605,1,2
3461030,2,4
69423,6,20
31306,1,11
3453608,1,0
365363,0,31
23981,4,13
7887,6,9
13760,2,3
1559056,0,1
3424183,1,2
40279,5,10
1954985,0,3
1887305,1,3
39732,4,3
42124,2,4
1206270,5,8
39398,1,6
1348,24,118
26263,16,37
11947,51,61
1909571,0,9
3455609,10,11
12568,12,12
456882,0,14
115278,32,32
3039,3,17
44498,1,21
1890033,2,1
10329,11,24
31503,8,1
33963,1,1
2466,2,15
37373,23,22
3251086,4,3
7775,1,6
3072,3,26
67171,1,3
1948505,2,21
27801,7,3
30488,18,2
1890653,8,8
1951807,4,1
72787,12,13
3457477,7,15
3455998,39,4
7013,25,8
6579,3,1
130485,1,0
6128,1,2
52733,7,9
1738,8,7
2529,16,23
24653,2,5
40331,1,4
28151,0,1
32377,73,83
29659,6,20
17442,38,41
24812,5,4
29532,0,12
31205,122,91
6628,7,25
24998,5,41
3115706,4,4
3007785,10,14
35533,1,12
30941,2,11
30939,0,5
38508,0,5
34586,0,3
30945,1,6
9916,8,36
1559467,7,30
35978,14,21
1919324,2,2
3066,18,40
115790,1,1
1892674,0,3
35493,0,2
34511,1,1
32866,32,17
1912098,4,6
40339,0,2
16197,2,5
53989,3,3
53207,1,11
38767,3,12
41408,12,23
52303,0,7
24870,12,21
14526,5,26
30924,5,29
12138,12,20
16344,28,21
1258,12,3
8262,22,106
26636,8,24
39389,0,4
41204,6,26
53002,0,14
35136,1,4
1901844,5,12
11503,12,24
31581,2,10
137201,1,1
1559465,0,5
3624,6,0
25039,26,8
3626,7,0
56521,1,0
125101,1,0
44538,6,5
416186,1,0
23184,3,1
56897,4,1
1202237,0,2
42677,0,3
1205596,0,1
61939,7,27
8505,1,4
24787,0,4
1131,1,1
42767,1,6
122370,3,59
30199,2,11
23752,2,7
32811,5,0
1930392,1,0
1904578,2,0
18700,9,0
1912941,1,0
42249,6,6
3408559,5,0
3409098,2,0
3180683,5,0
142216,9,1
3647,4,2
64992,6,0
42286,4,0
10345,2,7
100310,1,3
31858,1,1
1905174,8,5
1912536,8,9
130961,0,3
1939398,0,1
17423,7,23
7606,0,5
17047,5,1
16153,1,3
103452,16,12
61458,3,0
31089,5,3
9756,12,6
23108,0,4
36556,0,2
3467496,127,92
14947,8,26
1914583,18,25
4531,20,10
1948257,13,6
29480,5,37
3450346,0,1
36238,6,4
29795,3,0
2355,1,1
33122,19,2
10953,1,7
52562,9,26
14133,2,33
25489,0,8
33411,3,15
1918623,1,3
1941401,0,1
32571,0,3
1922520,0,1
19390,5,5
1889352,4,0
16078,57,94
33753,4,19
83015,101,32
102685,8,0
19354,2,0
2432,58,11
4683,16,109
39810,1,0
1903379,1,0
38663,2,2
1936861,2,0
64692,8,15
33901,5,3
36655,0,7
25743,9,5
1920502,1,8
41326,0,1
57791,5,0
82595,2,0
127351,20,17
23998,9,3
82621,4,16
1910546,3,3
1890825,33,13
3269386,2,0
1891418,8,0
112106,5,1
1892089,4,1
1893367,2,0
1894245,12,0
26327,3,1
58006,16,7
1202109,0,12
670,9,101
13657,6,29
1210567,0,11
119605,0,2
42639,1,1
1939670,0,4
31841,1,29
13709,0,2
13770,1,1
786837,0,2
1950283,4,6
17454,18,6
17111,0,12
1916136,6,3
13704,1,9
141449,0,9
1208976,0,5
30537,14,50
16149,26,7
1912317,2,0
16486,5,27
774,2,24
3339796,4,0
1930917,2,1
15763,8,1
109611,9,0
6236,13,2
23975,9,90
54432,3,34
52596,6,15
32327,65,132
55322,0,7
40491,0,3
54939,5,4
1915110,0,4
4694,3,9
3424527,2,7
81588,1,6
25500,0,1
1640,0,3
3389,8,9
30872,0,1
1915684,0,7
3630,17,9
5900,2,1
27185,7,12
37124,5,6
3763,2,0
1943132,15,0
71692,17,186
3508,3,0
41683,0,9
1900872,0,1
1919419,28,13
1919377,3,12
42153,1,6
1919408,3,4
10402,143,6
1916784,34,10
44996,4,10
41332,5,11
31173,40,14
1211604,3,5
29714,18,88
54449,1,2
23542,0,8
2194,9,26
1402,16,1
30349,1,0
25667,27,23
32905,0,2
123494,1,11
31237,9,22
25689,10,25
31338,3,7
37538,2,6
29500,0,5
31235,0,2
29908,5,16
62931,0,15
106354,4,15
33850,16,14
7445,2,12
1613,2,10
34104,1,9
115712,4,0
1910436,2,9
1199634,2,11
1889951,18,41
6803,0,5
10837,0,1
13808,1,2
62469,5,35
30380,3,8
35311,5,37
30751,8,50
30236,11,29
13424,11,50
3762,18,26
61200,17,53
11674,1,1
1892587,3,0
1890688,3,6
23416,24,15
8942,2,1
130838,1,1
64781,17,11
120798,4,24
2781,5,6
3121,10,9
955812,16,5
33814,2,2
55486,3,10
39688,7,29
38726,12,12
31439,20,16
2477,2,16
1898858,1,1
25411,1,1
7345,0,23
53536,1,2
38464,2,13
11572,4,7
81052,2,1
24506,8,5
7705,0,22
36638,10,40
13957,4,32
42359,3,8
52371,0,3
53847,0,3
52674,4,9
1671,0,22
16044,3,6
29658,11,25
3415379,3,35
16251,13,3
17790,18,25
29978,6,13
1330,31,18
16266,51,25
1916089,0,2
17591,0,6
30361,11,28
11896,32,14
16265,3,9
36857,5,8
26573,3,19
3155,4,77
1554369,0,4
35684,10,4
26217,8,16
1206402,0,1
52401,0,5
18208,3,19
11815,13,72
1952538,17,10
49362,24,33
18812,4,24
954384,27,27
17710,7,29
42513,2,0
3417688,73,49
3420571,32,32
25785,6,20
38426,14,25
1914673,2,3
1951407,1,0
1895399,4,0
1200444,0,1
11665,7,10
35805,1,2
1597,4,18
1306,12,5
1843851,4,9
1943596,2,2
24441,3,0
14992,0,6
1915060,0,9
25950,41,89
9856,2,0
9823,30,2
6421,2,0
3690,5,4
1914729,17,0
3426,58,6
3410035,3,1
13684,4,3
31476,18,5
33111,28,2
31456,26,5
34348,6,0
9055,2,1
3463628,4,2
61975,8,18
53948,1,3
53161,3,1
1691669,5,1
120104,3,12
1916171,0,1
2449,7,11
6397,5,2
32351,1,10
30858,15,13
36319,7,54
16564,4,7
29252,2,12
35797,1,2
19589,0,3
31861,2,11
13440,8,3
526,1,0
5883,4,26
1198205,8,6
1887771,0,26
1916776,0,1
1930367,0,2
128918,0,2
17231,4,33
179034,2,1
38036,8,71
957888,0,2
1206653,4,11
37162,4,12
53936,4,14
33095,3,8
37890,0,6
12005,15,32
41191,2,3
1887490,2,7
5993,17,15
17667,9,6
40054,2,3
1556929,2,0
54183,1,12
39489,2,6
54739,0,1
35617,4,5
1915063,0,3
32516,0,1
11439,21,75
1490520,0,32
36307,4,5
128587,0,2
1888421,0,5
1936237,34,33
3455635,0,1
30878,0,1
38171,5,4
1824,8,2
1960596,1,0
53035,0,1
41432,0,5
38510,15,11
1556352,0,2
26808,4,7
3423166,0,5
32926,7,262
6583,32,38
3424000,0,12
54580,0,8
54733,12,6
14196,1,3
1200450,1,10
131036,0,1
1200825,4,14
643,2,24
38437,1,8
53052,0,11
65753,0,8
53833,17,18
54696,1,2
52299,0,6
1919462,0,1
12010,4,13
1225,0,23
57003,0,10
23587,4,7
25366,11,7
1508897,0,12
52107,1,13
54883,0,5
6655,1,3
16097,9,5
50900,0,7
16509,0,4
18799,5,30
6105,18,90
62676,0,2
1899256,3,7
1925498,1,2
55489,0,1
23893,3,9
9899,0,11
50427,0,7
68790,3,2
18809,6,10
1922937,1,1
13680,10,12
128998,0,1
18832,4,1
36576,27,21
14234,60,32
1946781,1,4
38998,2,7
1887072,4,9
33081,3,9
50868,64,15
41286,10,10
13322,13,14
25727,7,9
63247,0,1
1840,8,17
1573,5,27
22911,13,13
3225627,0,1
30539,0,7
18696,1,55
1383,13,7
1205450,2,0
2305,26,10
1935609,31,26
1920730,34,19
23933,1,0
24792,3,48
3089,1,13
8913,0,21
1922299,1,0
35297,30,11
51933,3,3
613,213,265
1914853,2,7
3453139,36,31
1959555,7,4
37418,0,3
54705,1,11
83049,4,2
79887,0,6
11941,1,3
50927,0,1
6175,0,6
11999,3,2
1950,1,5
1558384,2,4
1917117,1,5
50885,0,5
27428,0,2
1210956,8,85
27542,1,0
26860,51,20
32002,1,19
1889333,0,4
33304,17,32
1916769,5,14
975,11,6
40393,61,87
42918,612,3
3423503,0,8
8882,3,2
1521,198,172
1914373,2,4
50728,11,6
28055,7,1
2627,7,2
53630,3,12
142083,7,40
38787,1,0
1949352,7,4
37282,7,25
1752,1,3
22929,1,2
13692,8,3
17972,1,2
3417550,0,7
3417562,0,1
241866,0,3
3417548,2,39
3453532,0,4
17891,1,4
7133,1,7
53720,0,2
11509,8,7
35839,0,1
13615,2,5
13458,3,4
37995,15,7
9153,0,4
1889802,3,7
124750,0,3
1895865,7,11
1895662,5,21
10610,14,152
1195,10,22
63515,0,7
79470,0,2
124592,6,11
3446814,0,2
3446871,0,3
1891442,0,5
3446631,0,2
3447180,0,1
3446846,0,1
14673,1,9
25373,0,6
32552,0,1
18042,0,4
1948475,3,70
1888370,1,2
3649,5,14
25290,8,0
1516,9,21
110468,2,0
10626,33,8
1897727,7,12
1904957,2,10
55494,0,1
31679,4,18
1917161,17,20
1899072,10,37
2987980,10,6
3865,2,5
34638,5,52
767968,0,2
1890091,22,17
1917207,6,2
32267,2,0
3061,5,0
14952,0,3
1896588,0,7
31535,2,9
1558439,4,69
17236,7,3
31695,4,83
8078,13,32
63720,2,16
2974303,0,10
54085,0,5
25925,6,57
7395,2,1
37870,0,1
30578,2,11
13451,2,15
30158,22,34
1905800,0,4
280091,5,5
1201823,6,4
61177,0,2
1899970,0,14
3059,12,20
1506,3,7
14058,12,5
37268,9,4
5880,5,0
53096,1,24
1860766,0,3
7850,0,9
1955216,3,7
32930,2,11
38651,1,6
30161,2,11
59704,0,14
128977,0,4
1215824,0,1
120123,4,9
1888615,6,0
1924333,1,0
1888643,2,0
1888705,1,0
32559,0,6
54353,1,4
30242,0,13
1887247,10,28
51943,14,16
37894,0,10
40284,12,27
53718,0,2
1888276,5,75
38333,6,28
1682,12,5
7074,17,3
26959,23,49
53735,0,4
1944149,3,8
2246,26,3
1899988,0,6
34619,7,9
1342,60,15
536336,1,0
1914619,6,12
1917128,1,2
1893080,8,8
1914572,9,16
1927359,0,4
3423749,0,4
61452,1,105
106007,25,12
42109,0,130
60623,4,15
23885,4,62
52652,0,5
1206320,3,7
52094,0,4
39412,0,2
1095,21,46
2645,44,7
25310,3,21
8884,4,4
29691,0,17
27513,1,1
18650,0,1
16643,13,11
3548,14,42
25378,2,12
17674,5,13
28124,0,1
1955554,0,6
112057,0,2
31344,0,3
1889512,20,72
34876,165,444
23762,3,1
31053,3,3
361157,1,2
55405,4,0
103465,16,19
111096,1,0
12352,5,1
35612,0,1
1891529,1,3
1897097,0,2
1959923,0,1
1959668,0,2
105394,0,1
1553355,3,2
25536,5,1
36682,7,1
56678,1,1
3459253,2,2
958280,23,12
4800,3,3
122798,1,35
124300,33,63
3456944,5,4
3416684,1,31
33887,9,2
6410,2,1
31340,3,27
10913,1,0
50924,0,12
1206414,1,4
53626,0,11
37486,1,10
29551,42,19
36851,1,7
33691,8,4
1899390,0,1
13853,15,2
40197,0,2
3709,7,25
37400,50,47
52267,1,3
13976,17,86
23838,5,6
17289,4,14
107641,0,27
15448,9,13
16231,3,15
1902851,0,1
1896259,9,5
1939733,2,16
1889644,0,2
41554,1,4
103716,1,16
1914162,7,14
1914005,0,1
1887091,0,2
2774972,0,7
65381,0,1
3456,0,12
4178,0,15
4498,0,13
2312,32,22
23895,4,17
1784,7,20
55941,2,4
7396,2,40
63662,0,6
1903467,15,14
3661,13,74
4865,9,38
1903491,0,9
116966,0,6
85788,3,31
6490,7,5
1918972,0,2
30324,3,11
5971,4,68
1557598,1,4
28119,7,15
123886,1,16
6955,1,6
10338,0,0
1927007,1,10
9818,10,25
1898839,0,2
17887,11,26
3513,25,35
3241,27,4
1209725,1,2
23385,4,14
24560,3,0
24561,2,4
1887912,49,3
3447819,22,193
3423687,5,456
24518,2,16
3409059,10,55
1899476,459,0
42778,123,0
1939734,6,2
1197564,1,0
1935148,16,0
1522,36,2
1305,21,1
1085,19,2
3097550,1,0
122855,4,0
35695,1,8
22925,4,44
11543,0,1
33905,0,1
3423711,0,2
62228,1,5
31454,0,25
29614,35,119
29602,13,33
1378,6,1
1892289,7,44
25054,6,2
129882,0,1
2802533,0,2
37695,5,8
2871,5,11
1919459,4,5
1911400,0,1
1482219,2,0
32662,9,15
61194,2,3
12514,8,49
27590,3,20
2160,7,7
131870,0,3
825,64,8
4712,51,5
1590,13,29
1954186,1,5
1893821,19,2
3227,0,7
1925980,0,1
1919934,10,7
1927896,19,5
25058,27,53
16252,1,19
26142,0,2
53618,8,1
65007,1,14
15813,22,146
30917,2,8
103540,0,3
17122,4,2
26351,0,1
99766,0,5
11754,0,2
56379,0,1
34804,0,1
1891658,0,1
37475,2,11
1880,101,27
1200434,8,150
2235,1,2
74527,1,1
71806,0,1
3441,10,8
1888644,1,0
13611,0,2
3456293,0,2
137619,0,1
14894,2,8
6591,1,11
52737,0,22
41168,5,12
64804,0,3
142016,1,4
8844,0,2
1114,6,37
11712,0,6
55989,0,23
8485,1,18
1252,8,39
39190,6,13
1206276,1,3
52152,5,14
16329,16,71
17093,23,13
16302,2,9
997,1,2
16236,0,1
23626,2,2
16545,5,6
1913521,13,10
1916742,1,3
107276,6,1
6519,16,31
1233,11,5
1919457,1,1
32279,2,23
688,8,12
13462,2,15
1398,0,64
24294,1,4
7098,7,1
112071,1,9
87324,3,1
35777,4,2
70562,7,12
51979,0,3
1887277,1,1
42079,12,39
53081,2,7
53107,2,8
38868,1,6
52510,2,2
40858,1,9
54219,4,3
4471,5,28
1913512,14,14
64734,0,1
39447,1,1
1909058,22,10
24499,2,0
1916815,3,1
1932115,0,2
1917364,0,1
13813,1,0
10572,7,6
1919909,2,3
15604,25,4
2424,2,6
31993,1,3
33583,14,71
53259,5,36
8682,5,29
3976,1,31
6150,16,16
954329,0,1
1559850,1,3
25274,0,73
1888473,0,2
1915993,0,35
6013,15,47
3325,15,97
3839,43,140
17109,14,36
16894,1,3
10415,4,0
6593,0,9
18724,0,1
11429,0,1
44435,0,0
6210,2,10
6534,5,5
33019,13,0
2974400,1,0
3409069,7,1
16084,9,4
33092,24,10
55091,1,0
31435,36,84
53861,3,2
34404,1,0
1539540,1,0
39871,14,26
37157,12,30
1940418,2,0
1559525,15,44
4676,1,1
9775,7,2
4545,6,0
1618,19,0
129135,3,4
81273,2,1
2259,6,2
26562,4,18
23065,4,5
11536,0,3
17630,44,33
35134,1,1
15803,131,133
137783,1,2
3097590,2,5
1891426,0,7
1556188,53,98
46274,1,0
105534,0,10
1895305,1,1
7969,1,22
1556143,0,2
11552,0,3
82804,4,1
1902752,0,1
30415,0,5
29914,2,4
41464,0,10
31778,0,2
1895726,5,7
3419572,0,2
1899025,3,10
1890319,0,2
12375,12,24
33822,0,2
10385,7,4
32898,4,12
33617,5,2
68853,2,2
17637,7,15
31250,19,36
11865,3,0
33498,7,3
1557802,3,0
1918061,18,10
45426,4,0
31431,1,13
951432,1,0
40309,6,20
1958083,0,1
16651,78,19
1200025,2,3
1911963,2,1
1601,14,2
33821,8,78
53296,0,41
2579,16,4
7506,0,4
28028,0,3
7273,0,4
10898,0,6
39146,0,1
80211,0,1
1137,0,1
1678681,1,2
4133,2,12
1896483,0,3
12234,3,11
17193,2,1
1913421,0,6
123541,2,3
85799,2,14
62321,2,4
30416,0,6
8852,0,3
14152,3,3
13696,7,19
8194,6,11
4052,0,4
1901496,4,60
33172,4,37
10763,0,1
30540,0,5
3339806,0,3
1953651,0,1
53307,4,8
3125,5,10
1489696,2,4
23920,15,89
23684,13,52
53424,1,8
52571,1,4
39819,10,24
40664,7,77
24832,6,2
40306,5,1
16704,13,17
16593,9,29
5817,26,5
1830,19,22
22910,2,0
1914821,0,4
40267,2,13
87594,0,4
4662,1,52
16253,2,79
25660,0,8
3497,2,3
17378,3,57
32609,1,34
6677,55,46
51189,1,24
33347,1,126
33294,0,6
10939,10,11
50444,2,14
16077,7,15
1560873,1,49
33254,5,9
3590,40,10
15786,6,5
4675,10,8
11131,4,0
11031,3,6
11249,1,0
22904,0,6
26434,3,4
30249,33,28
41633,8,8
1485970,5,18
1890118,21,17
3453940,0,1
124314,3,6
24658,161,5
13237,10,47
1465,6,32
24451,6,11
31248,6,28
69084,0,3
31242,5,22
11592,0,18
62251,4,6
117050,0,7
34151,1,5
3561,11,13
37000,0,1
33829,4,8
32757,1,10
40950,0,1
80205,0,2
134956,2,3
125106,2,1
128878,2,1
23967,9,20
13375,18,18
1897767,0,1
15590,1,2
957630,2,2
63041,4,0
14849,6,23
16054,18,134
26152,1,26
26474,0,18
29989,1,5
1396,85,192
1898810,3,5
27177,0,4
3407,1,3
3300,2,2
2514,6,3
8727,1,6
1808,0,17
1476385,0,7
61120,0,3
107427,0,1
33518,0,1
639,2,13
1200794,0,3
1924549,0,1
1919476,0,2
4560,2,2
26401,1,0
3344,37,20
1904117,28,36
30886,6,0
1198856,4,3
15904,24,33
15905,1,10
103484,0,1
23554,5,7
12585,3,19
17115,12,11
33809,1,7
52091,3,3
54579,10,59
34367,4,3
14967,2,5
50504,0,1
3886,4,7
50613,0,5
1894518,0,4
14176,0,7
12069,1,23
57633,12,28
15563,0,1
1859,3,3
2256,33,56
3683,0,4
38983,0,3
3055,3,4
61730,0,1
470036,0,3
17967,3,154
6737,1,21
39559,1,9
35167,32,35
41751,1,12
1887089,1,6
1918960,3,3
16957,4,4
26235,115,110
62449,3,3
27885,0,3
1196693,1,11
34232,0,0
10589,24,9
30141,7,37
108788,2,0
35102,3,1
3035248,4,0
17197,6,2
1930156,17,10
128772,0,2
1959388,0,5
37696,1,5
58514,0,3
2332,4,5
18199,5,2
3251033,1,1
32438,0,3
62570,14,5
1896227,5,2
16434,6,0
35030,0,8
102938,0,10
1892970,1,5
16046,0,8
1934376,3,52
120421,0,5
1917669,0,5
62589,1,0
39380,0,12
35011,3,18
16229,4,15
38063,0,7
7661,1,48
1576,0,13
119791,16,6
3462464,0,15
61524,0,3
24309,9,8
14574,0,6
74558,22,62
1926714,0,7
1900008,2,6
1927206,9,76
1942661,1,1
1888540,5,4
2245,4,6
16400,25,0
40839,15,40
35947,3,12
8763,19,144
1209566,76,24
31893,6,36
32264,1,1
30902,1,8
3417512,0,1
1900945,3,1
304307,0,2
3445920,0,3
33853,0,5
38547,8,20
32129,0,1
41359,1,4
25943,3,26
1921302,3,13
39279,10,9
6043,0,7
24032,0,3
1893443,0,14
7883,1,0
56536,2,0
6507,1,0
7797,3,3
118588,2,0
8097,0,1
1146,9,7
3584,4,5
1907979,2,2
1937862,96,41
23753,8,2
1938513,4,9
103492,85,20
12357,19,0
53149,28,23
54184,11,3
55435,19,0
50878,5,10
40967,19,10
1896995,1,0
37566,11,55
54604,6,11
33819,3,5
1924467,2,1
1206311,2,0
115077,7,0
50872,0,7
3543,8,5
1920610,1,9
52041,4,8
37945,4,8
39705,4,16
35278,22,6
12534,0,10
2917251,2,7
129031,0,5
125047,6,0
26205,1,0
2373,1,6
38257,0,1
34176,1,9
22995,0,8
16647,8,5
612,121,250
32618,1,10
54595,5,14
42220,3,10
3421242,1,5
1936340,1,0
17467,3,5
1913672,1,1
16687,7,66
124072,3,1
49616,0,3
9046,7,37
1904743,0,2
949,12,17
52898,4,8
54217,7,8
52479,2,12
1206357,5,3
1215924,0,2
120098,0,43
25300,0,1
126593,11,6
31140,0,1
55375,5,2
11448,1,8
33806,3,4
41501,5,8
4506,5,23
1896990,1,13
9938,0,1
56013,0,2
112226,1,7
1998,16,43
8773,3,7
8657,0,8
1513,2,12
64818,4,20
1209413,0,1
7100,0,1
7699,0,6
416606,0,1
23475,0,2
26681,1,1
2027,18,14
12447,3,3
2948,1,1
23561,4,19
37811,0,12
52634,1,2
29804,0,9
416653,1,2
1905955,0,1
114502,19,2
52801,0,24
1559494,973,2017
25694,179,320
36893,10,28
34359,4,14
4586,18,20
1285,0,1
2522,14,9
16949,29,4
16473,7,1
2837760,2,0
1914447,5,2
19445,8,5
15880,10,22
3428551,4,0
129602,16,10
1922840,0,1
36313,2,2
1557640,0,10
27442,0,1
3640,34,2
25013,0,1
23811,0,2
33369,1,8
62752,0,3
17441,5,6
17685,1,53
17689,7,3
26450,5,0
1198462,5,1
9898,14,4
5948,4,2
54283,0,15
6530,11,37
53395,2,8
38449,2,15
1903474,2,7
15812,29,21
596,29,12
1936600,4,2
16131,19,34
17892,0,5
1935423,10,21
286795,8,17
40626,0,2
39273,9,14
119417,0,2
46214,1,3
1207872,2,34
68516,1,0
28141,2,7
2206,1,21
81265,1,3
11575,4,5
1903819,1,10
40478,24,64
25600,14,4
3420964,1,0
1556622,5,4
3409239,1,0
1957891,7,0
732012,2,0
3409278,13,5
3408604,3,1
1316,4,54
29950,0,14
944,15,4
60999,1,0
36240,0,2
9893,62,30
1900694,5,10
1555726,14,34
3451960,5,0
36272,4,2
38539,2,4
35172,6,35
31482,0,9
1893960,2,0
4664,4,13
22862,14,13
30950,5,28
10654,1,1
52901,3,15
12668,19,7
61388,8,2
1917625,0,3
63289,0,2
6055,2,12
125007,6,6
11611,1,9
6106,1,1
1898322,1,10
22947,3,10
2090,16,12
54817,1,2
23066,3,28
9881,2,10
23037,5,9
53596,7,12
132289,2,3
710,14,21
1903213,6,0
57772,1,0
9731,9,28
24015,0,5
1557833,1,9
1937193,0,1
1937734,0,2
24500,8,0
26299,5,4
3501,5,0
41498,1,4
49217,12,11
11618,3,25
1860850,0,1
28112,0,1
115475,7,9
1913474,47,21
1914607,3,4
16633,25,67
3419658,9,5
1860760,2,0
40344,7,12
55462,4,7
54558,0,2
41150,3,9
127551,0,2
124539,0,2
11997,0,1
29778,18,75
25365,5,2
119156,0,18
12090,6,2
14674,7,7
35791,0,1
24861,26,52
25007,5,29
128847,1,15
42007,3,82
15509,0,2
33702,1,9
1920906,0,13
1902111,8,3
2973,6,0
55057,2,0
2403,13,1
27481,4,0
36233,42,4
23151,1,11
14730,8,0
42083,0,5
30867,0,4
11727,3,12
30816,3,13
43140,7,20
6059,0,6
1201717,1,0
8323,10,3
7073,22,10
3427241,30,27
36250,9,7
13941,4,0
29979,1,0
22831,8,14
10894,6,1
127090,0,5
40374,0,7
22865,5,9
37562,14,25
1620,18,1
578,4,31
1895934,5,13
57475,3,0
129006,15,3
14829,2,0
1916223,1,1
9874,6,0
1014,13,1
9867,7,5
3424820,1,1
10340,0,28
4529,20,23
1901430,8,7
56956,5,12
15821,23,21
17100,5,3
23521,10,0
16710,49,48
16032,2,0
1930084,1,40
1913761,1,0
1902216,2,3
3340154,1,0
25610,2,5
54107,2,1
1123,26,22
51025,12,20
34832,34,46
22956,0,4
112360,2,13
68587,1,0
12317,3,20
36952,3,16
16243,37,58
17251,0,3
34763,0,1
13659,3,10
6146,0,6
1586,0,3
2588,0,1
26641,10,12
1908113,0,5
1860750,0,3
53527,1,10
1860756,2,1
36352,3,9
53710,8,12
9388,2,12
1900107,1,20
1899986,1,35
53172,2,6
1891023,1,1
1901121,0,2
1212986,3,6
6404,0,1
54825,10,9
61633,13,3
1943119,2,0
469458,0,1
55995,0,3
1902199,6,17
1792,4,11
31978,4,1
1890273,3,0
3035245,13,9
23884,0,6
25132,2,0
53944,3,3
34855,1,0
33104,36,6
1903414,1,0
1889981,2,0
24603,1,1
3251005,1,1
44523,2,4
18263,3,12
108021,3,3
112116,8,7
1940510,2,1
65345,1,0
44609,11,1
1200024,7,3
1917678,4,7
3453658,2,9
32836,0,1
1949416,5,14
3448778,22,24
1389,7,18
1920006,1,1
19648,32,9
39718,2,9
28123,2,3
16219,2,17
1860934,1,0
30298,4,15
19097,5,3
32687,1,1
7005,4,0
2657658,4,4
31157,6,19
12136,38,39
839,49,75
32839,11,1
12264,13,4
39346,4,2
11935,7,28
2836,3,4
1955195,35,0
1416,20,9
2909,12,19
5995,4,38
14864,5,10
8963,0,1
43095,1,0
5949,3,7
129089,1,0
4730,6,5
2227,1,1
3164955,83,12
8174,3,17
4876,23,29
28157,7,14
125995,0,12
4742,0,5
124578,0,7
11438,3,7
38895,0,1
33761,1,3
34757,75,38
122363,0,106
953339,0,1
42581,8,22
69269,100,200
16009,12,8
16271,4,3
11396,4,4
11182,3,3
11208,1,3
11157,1,2
11063,19,10
1892837,19,47
3449009,1,0
42549,0,1
26182,3,4
38606,3,6
1888102,2,7
4459,5,15
7115,1,29
1208424,0,14
214146,1,5
36371,2,9
35368,1,4
54246,2,2
30066,7,13
32915,1,2
16470,5,10
16424,2,0
1932449,9,0
72465,2,2
64405,6,7
79881,3,0
1555891,2,5
12453,5,7
3509,2,3
113224,13,19
6595,5,24
34611,5,17
41425,0,0
31327,0,0
32122,1,0
25895,19,3
4590,9,1
3007541,1,0
23098,7,24
54346,14,30
1924009,0,6
17422,2,24
24750,37,15
25357,2,1
113977,0,3
1896742,15,112
84883,0,8
84884,0,22
3420205,2,4
41033,1,12
1887826,16,69
23235,3,2
1490551,2,0
